"Country","Date","Daily.Cases","Daily.Deaths"
"Canada","2020-12-12",5984,98
"Canada","2020-12-13",5916,84
"Canada","2020-12-14",8377,140
"Canada","2020-12-15",6244,116
"Canada","2020-12-16",6512,118
"Canada","2020-12-17",7006,156
"Canada","2020-12-18",6700,113
"Canada","2020-12-19",6459,104
"Canada","2020-12-20",6007,90
"Canada","2020-12-21",7577,107
"Canada","2020-12-22",6260,126
"Canada","2020-12-23",6921,145
"Canada","2020-12-24",6684,150
"Canada","2020-12-25",1749,64
"Canada","2020-12-26",3114,85
"Canada","2020-12-27",10100,120
"Canada","2020-12-28",6465,157
"Canada","2020-12-29",8189,200
"Canada","2020-12-30",8459,122
"Canada","2020-12-31",7143,112
"Canada","2021-01-01",991,44
"Canada","2021-01-02",4535,108
"Canada","2021-01-03",16141,92
"Canada","2021-01-04",10058,241
"Canada","2021-01-05",7250,142
"Canada","2021-01-06",8082,150
"Canada","2021-01-07",8227,165
"Canada","2021-01-08",9237,142
"Canada","2021-01-09",8393,138
"Canada","2021-01-10",7283,90
"Canada","2021-01-11",8325,125
"Canada","2021-01-12",6141,160
"Canada","2021-01-13",7139,180
"Canada","2021-01-14",7447,147
"Canada","2021-01-15",6880,170
"Canada","2021-01-16",6359,122
"Canada","2021-01-17",6284,128
"Canada","2021-01-18",6420,125
"Canada","2021-01-19",5028,151
"Canada","2021-01-20",5701,185
"Canada","2021-01-21",6111,139
"Canada","2021-01-22",5827,181
"Canada","2021-01-23",5094,105
"Canada","2021-01-24",4679,127
"Canada","2021-01-25",5617,126
"Canada","2021-01-26",4041,147
"Canada","2021-01-27",4320,93
"Canada","2021-01-28",4806,191
"Canada","2021-01-29",4827,149
"Canada","2021-01-30",4110,133
"Canada","2021-01-31",3933,83
"Canada","2021-02-01",4502,104
"Canada","2021-02-02",2948,97
"Canada","2021-02-03",3267,119
"Canada","2021-02-04",3982,125
"Canada","2021-02-05",4136,121
"Canada","2021-02-06",3264,93
"Canada","2021-02-07",3207,60
"Canada","2021-02-08",3803,70
"Canada","2021-02-09",2683,84
"Canada","2021-02-10",3268,93
"Canada","2021-02-11",3177,82
"Canada","2021-02-12",2679,79
"Canada","2021-02-13",3797,70
"Canada","2021-02-14",2204,23
"Canada","2021-02-15",1763,37
"Canada","2021-02-16",4219,97
"Canada","2021-02-17",2561,44
"Canada","2021-02-18",3435,70
"Canada","2021-02-19",3083,72
"Canada","2021-02-20",2657,50
"Canada","2021-02-21",2407,44
"Canada","2021-02-22",3453,45
"Canada","2021-02-23",3213,41
"Canada","2021-02-24",2945,49
"Canada","2021-02-25",3147,58
"Canada","2021-02-26",3172,47
"Canada","2021-02-27",2680,46
"Canada","2021-02-28",2347,29
"Canada","2021-03-01",3694,24
"Canada","2021-03-02",2663,29
"Canada","2021-03-03",2784,62
"Canada","2021-03-04",2980,47
"Canada","2021-03-05",2967,31
"Canada","2021-03-06",2769,29
"Canada","2021-03-07",2648,22
"Canada","2021-03-08",4048,37
"Canada","2021-03-09",2928,31
"Canada","2021-03-10",3059,28
"Canada","2021-03-11",3105,37
"Canada","2021-03-12",3515,30
"Canada","2021-03-13",3030,29
"Canada","2021-03-14",2711,29
"Canada","2021-03-15",3811,29
"Canada","2021-03-16",2857,25
"Canada","2021-03-17",3407,34
"Canada","2021-03-18",3613,34
"Canada","2021-03-19",4232,28
"Canada","2021-03-20",3417,30
"Canada","2021-03-21",3125,21
"Canada","2021-03-22",4863,39
"Canada","2021-03-23",3569,20
"Canada","2021-03-24",3949,24
"Canada","2021-03-25",5104,32
"Canada","2021-03-26",5025,38
"Canada","2021-03-27",4315,21
"Canada","2021-03-28",4183,25
"Canada","2021-03-29",6262,16
"Canada","2021-03-30",3753,21
"Canada","2021-03-31",8728,68
"Canada","2021-04-01",5741,38
"Canada","2021-04-02",3659,13
"Canada","2021-04-03",7088,27
"Canada","2021-04-04",3512,22
"Canada","2021-04-05",8322,23
"Canada","2021-04-06",10724,49
"Canada","2021-04-07",7388,28
"Canada","2021-04-08",8236,36
"Canada","2021-04-09",9082,40
"Canada","2021-04-10",7492,34
"Canada","2021-04-11",7712,24
"Canada","2021-04-12",10718,42
"Canada","2021-04-13",7423,34
"Canada","2021-04-14",8994,58
"Canada","2021-04-15",9609,54
"Canada","2021-04-16",9329,49
"Canada","2021-04-17",7325,41
"Canada","2021-04-18",8209,39
"Canada","2021-04-19",10220,38
"Canada","2021-04-20",7226,49
"Canada","2021-04-21",8236,63
"Canada","2021-04-22",9055,49
"Canada","2021-04-23",8589,60
"Canada","2021-04-24",7368,42
"Canada","2021-04-25",6926,38
"Canada","2021-04-26",8836,61
"Canada","2021-04-27",6845,37
"Canada","2021-04-28",8246,62
"Canada","2021-04-29",9190,55
"Canada","2021-04-30",8259,55
"Canada","2021-05-01",6545,25
"Canada","2021-05-02",5966,24
"Canada","2021-05-03",10933,65
"Canada","2021-05-04",6638,66
"Canada","2021-05-05",7800,37
"Canada","2021-05-06",7957,42
"Canada","2021-05-07",7640,44
"Canada","2021-05-08",6086,31
"Canada","2021-05-09",5693,23
"Canada","2021-05-10",8864,83
"Canada","2021-05-11",5374,33
"Canada","2021-05-12",6557,62
"Canada","2021-05-13",5786,47
"Canada","2021-05-14",6783,55
"Canada","2021-05-15",4491,27
"Canada","2021-05-16",4302,20
"Canada","2021-05-17",6424,60
"Canada","2021-05-18",3877,35
"Canada","2021-05-19",4814,51
"Canada","2021-05-20",4836,43
"Canada","2021-05-21",4531,55
"Canada","2021-05-22",3255,32
"Canada","2021-05-23",2956,26
"Canada","2021-05-24",1766,25
"Canada","2021-05-25",3700,38
"Canada","2021-05-26",2331,34
"Canada","2021-05-27",4721,90
"Canada","2021-05-28",3114,31
"Canada","2021-05-29",2266,27
"Canada","2021-05-30",1985,22
"Canada","2021-05-31",2970,55
"United Kingdom","2020-01-01",0,0
"United Kingdom","2020-01-02",0,0
"United Kingdom","2020-01-03",0,0
"United Kingdom","2020-01-04",0,0
"United Kingdom","2020-01-05",0,0
"United Kingdom","2020-01-06",0,0
"United Kingdom","2020-01-07",0,0
"United Kingdom","2020-01-08",0,0
"United Kingdom","2020-01-09",0,0
"United Kingdom","2020-01-10",0,0
"United Kingdom","2020-01-11",0,0
"United Kingdom","2020-01-12",0,0
"United Kingdom","2020-01-13",0,0
"United Kingdom","2020-01-14",0,0
"United Kingdom","2020-01-15",0,0
"United Kingdom","2020-01-16",0,0
"United Kingdom","2020-01-17",0,0
"United Kingdom","2020-01-18",0,0
"United Kingdom","2020-01-19",0,0
"United Kingdom","2020-01-20",0,0
"United Kingdom","2020-01-21",0,0
"United Kingdom","2020-01-22",0,0
"United Kingdom","2020-01-23",0,0
"United Kingdom","2020-01-24",0,0
"United Kingdom","2020-01-25",0,0
"United Kingdom","2020-01-26",0,0
"United Kingdom","2020-01-27",0,0
"United Kingdom","2020-01-28",0,0
"United Kingdom","2020-01-29",0,0
"United Kingdom","2020-01-30",0,0
"United Kingdom","2020-01-31",2,0
"United Kingdom","2020-02-01",0,0
"United Kingdom","2020-02-02",0,0
"United Kingdom","2020-02-03",6,0
"United Kingdom","2020-02-04",0,0
"United Kingdom","2020-02-05",1,0
"United Kingdom","2020-02-06",0,0
"United Kingdom","2020-02-07",0,0
"United Kingdom","2020-02-08",4,0
"United Kingdom","2020-02-09",1,0
"United Kingdom","2020-02-10",0,0
"United Kingdom","2020-02-11",1,0
"United Kingdom","2020-02-12",1,0
"United Kingdom","2020-02-13",1,0
"United Kingdom","2020-02-14",1,0
"United Kingdom","2020-02-15",0,0
"United Kingdom","2020-02-16",0,0
"United Kingdom","2020-02-17",1,0
"United Kingdom","2020-02-18",0,0
"United Kingdom","2020-02-19",1,0
"United Kingdom","2020-02-20",2,0
"United Kingdom","2020-02-21",1,0
"United Kingdom","2020-02-22",0,0
"United Kingdom","2020-02-23",5,0
"United Kingdom","2020-02-24",2,0
"United Kingdom","2020-02-25",4,0
"United Kingdom","2020-02-26",3,0
"United Kingdom","2020-02-27",7,0
"United Kingdom","2020-02-28",12,0
"United Kingdom","2020-02-29",5,0
"United Kingdom","2020-03-01",33,0
"United Kingdom","2020-03-02",40,0
"United Kingdom","2020-03-03",55,0
"United Kingdom","2020-03-04",57,0
"United Kingdom","2020-03-05",49,0
"United Kingdom","2020-03-06",79,1
"United Kingdom","2020-03-07",55,1
"United Kingdom","2020-03-08",54,0
"United Kingdom","2020-03-09",147,1
"United Kingdom","2020-03-10",259,4
"United Kingdom","2020-03-11",412,0
"United Kingdom","2020-03-12",489,2
"United Kingdom","2020-03-13",480,1
"United Kingdom","2020-03-14",364,19
"United Kingdom","2020-03-15",443,14
"United Kingdom","2020-03-16",615,23
"United Kingdom","2020-03-17",770,17
"United Kingdom","2020-03-18",1006,35
"United Kingdom","2020-03-19",1066,46
"United Kingdom","2020-03-20",1258,32
"United Kingdom","2020-03-21",1215,58
"United Kingdom","2020-03-22",1388,35
"United Kingdom","2020-03-23",2349,76
"United Kingdom","2020-03-24",2382,148
"United Kingdom","2020-03-25",2717,191
"United Kingdom","2020-03-26",3127,182
"United Kingdom","2020-03-27",3249,288
"United Kingdom","2020-03-28",2843,292
"United Kingdom","2020-03-29",2892,213
"United Kingdom","2020-03-30",4327,374
"United Kingdom","2020-03-31",4534,404
"United Kingdom","2020-04-01",4974,673
"United Kingdom","2020-04-02",4929,657
"United Kingdom","2020-04-03",4981,737
"United Kingdom","2020-04-04",4073,757
"United Kingdom","2020-04-05",3650,601
"United Kingdom","2020-04-06",5316,570
"United Kingdom","2020-04-07",5486,1105
"United Kingdom","2020-04-08",5163,1032
"United Kingdom","2020-04-09",4906,1117
"United Kingdom","2020-04-10",4367,1123
"United Kingdom","2020-04-11",3613,844
"United Kingdom","2020-04-12",3539,657
"United Kingdom","2020-04-13",4205,725
"United Kingdom","2020-04-14",4348,1080
"United Kingdom","2020-04-15",5100,884
"United Kingdom","2020-04-16",5343,1040
"United Kingdom","2020-04-17",4990,914
"United Kingdom","2020-04-18",4736,1108
"United Kingdom","2020-04-19",3860,433
"United Kingdom","2020-04-20",4866,576
"United Kingdom","2020-04-21",4775,1224
"United Kingdom","2020-04-22",5505,857
"United Kingdom","2020-04-23",5168,684
"United Kingdom","2020-04-24",4981,1018
"United Kingdom","2020-04-25",3764,816
"United Kingdom","2020-04-26",3473,364
"United Kingdom","2020-04-27",4704,323
"United Kingdom","2020-04-28",4727,971
"United Kingdom","2020-04-29",5450,771
"United Kingdom","2020-04-30",4964,636
"United Kingdom","2020-05-01",4730,700
"United Kingdom","2020-05-02",3230,585
"United Kingdom","2020-05-03",2977,253
"United Kingdom","2020-05-04",3383,273
"United Kingdom","2020-05-05",3689,725
"United Kingdom","2020-05-06",3836,647
"United Kingdom","2020-05-07",3771,458
"United Kingdom","2020-05-08",3052,580
"United Kingdom","2020-05-09",2150,275
"United Kingdom","2020-05-10",2322,217
"United Kingdom","2020-05-11",3589,188
"United Kingdom","2020-05-12",3395,615
"United Kingdom","2020-05-13",3300,448
"United Kingdom","2020-05-14",2618,353
"United Kingdom","2020-05-15",2521,351
"United Kingdom","2020-05-16",2072,411
"United Kingdom","2020-05-17",1826,67
"United Kingdom","2020-05-18",2577,146
"United Kingdom","2020-05-19",3058,501
"United Kingdom","2020-05-20",2712,329
"United Kingdom","2020-05-21",2554,273
"United Kingdom","2020-05-22",2041,291
"United Kingdom","2020-05-23",1508,220
"United Kingdom","2020-05-24",1355,379
"United Kingdom","2020-05-25",1613,104
"United Kingdom","2020-05-26",1659,131
"United Kingdom","2020-05-27",1809,422
"United Kingdom","2020-05-28",1736,343
"United Kingdom","2020-05-29",1508,274
"United Kingdom","2020-05-30",1107,154
"United Kingdom","2020-05-31",1070,60
"United Kingdom","2020-06-01",1444,86
"United Kingdom","2020-06-02",1470,250
"United Kingdom","2020-06-03",1349,254
"United Kingdom","2020-06-04",1238,130
"United Kingdom","2020-06-05",1110,258
"United Kingdom","2020-06-06",794,143
"United Kingdom","2020-06-07",718,54
"United Kingdom","2020-06-08",1094,47
"United Kingdom","2020-06-09",1159,197
"United Kingdom","2020-06-10",1186,164
"United Kingdom","2020-06-11",1007,76
"United Kingdom","2020-06-12",1054,131
"United Kingdom","2020-06-13",888,107
"United Kingdom","2020-06-14",807,27
"United Kingdom","2020-06-15",1031,29
"United Kingdom","2020-06-16",1083,120
"United Kingdom","2020-06-17",999,110
"United Kingdom","2020-06-18",1020,67
"United Kingdom","2020-06-19",984,84
"United Kingdom","2020-06-20",666,71
"United Kingdom","2020-06-21",624,31
"United Kingdom","2020-06-22",892,13
"United Kingdom","2020-06-23",882,94
"United Kingdom","2020-06-24",777,87
"United Kingdom","2020-06-25",697,99
"United Kingdom","2020-06-26",639,77
"United Kingdom","2020-06-27",634,40
"United Kingdom","2020-06-28",407,31
"United Kingdom","2020-06-29",620,21
"United Kingdom","2020-06-30",404,54
"United Kingdom","2020-07-01",63,97
"United Kingdom","2020-07-02",6,41
"United Kingdom","2020-07-03",502,49
"United Kingdom","2020-07-04",625,32
"United Kingdom","2020-07-05",519,19
"United Kingdom","2020-07-06",359,11
"United Kingdom","2020-07-07",584,54
"United Kingdom","2020-07-08",637,57
"United Kingdom","2020-07-09",643,31
"United Kingdom","2020-07-10",524,34
"United Kingdom","2020-07-11",826,17
"United Kingdom","2020-07-12",650,9
"United Kingdom","2020-07-13",537,10
"United Kingdom","2020-07-14",1240,44
"United Kingdom","2020-07-15",538,26
"United Kingdom","2020-07-16",647,24
"United Kingdom","2020-07-17",687,26
"United Kingdom","2020-07-18",829,9
"United Kingdom","2020-07-19",726,11
"United Kingdom","2020-07-20",586,10
"United Kingdom","2020-07-21",445,25
"United Kingdom","2020-07-22",563,17
"United Kingdom","2020-07-23",779,9
"United Kingdom","2020-07-24",769,32
"United Kingdom","2020-07-25",770,15
"United Kingdom","2020-07-26",750,8
"United Kingdom","2020-07-27",688,3
"United Kingdom","2020-07-28",553,21
"United Kingdom","2020-07-29",802,34
"United Kingdom","2020-07-30",847,0
"United Kingdom","2020-07-31",883,20
"United Kingdom","2020-08-01",769,13
"United Kingdom","2020-08-02",747,5
"United Kingdom","2020-08-03",942,1
"United Kingdom","2020-08-04",675,18
"United Kingdom","2020-08-05",906,14
"United Kingdom","2020-08-06",964,18
"United Kingdom","2020-08-07",900,12
"United Kingdom","2020-08-08",765,3
"United Kingdom","2020-08-09",1113,5
"United Kingdom","2020-08-10",818,18
"United Kingdom","2020-08-11",1150,13
"United Kingdom","2020-08-12",1039,20
"United Kingdom","2020-08-13",1148,18
"United Kingdom","2020-08-14",1461,11
"United Kingdom","2020-08-15",1042,3
"United Kingdom","2020-08-16",1111,5
"United Kingdom","2020-08-17",721,3
"United Kingdom","2020-08-18",1113,12
"United Kingdom","2020-08-19",831,17
"United Kingdom","2020-08-20",1195,6
"United Kingdom","2020-08-21",1060,2
"United Kingdom","2020-08-22",1332,18
"United Kingdom","2020-08-23",1048,6
"United Kingdom","2020-08-24",977,4
"United Kingdom","2020-08-25",1201,16
"United Kingdom","2020-08-26",1146,17
"United Kingdom","2020-08-27",1542,12
"United Kingdom","2020-08-28",1297,9
"United Kingdom","2020-08-29",1110,12
"United Kingdom","2020-08-30",1752,1
"United Kingdom","2020-08-31",1415,3
"United Kingdom","2020-09-01",1332,3
"United Kingdom","2020-09-02",1514,10
"United Kingdom","2020-09-03",1779,14
"United Kingdom","2020-09-04",1978,10
"United Kingdom","2020-09-05",1827,12
"United Kingdom","2020-09-06",2987,2
"United Kingdom","2020-09-07",2953,3
"United Kingdom","2020-09-08",2481,32
"United Kingdom","2020-09-09",2681,8
"United Kingdom","2020-09-10",2931,14
"United Kingdom","2020-09-11",3544,6
"United Kingdom","2020-09-12",3504,9
"United Kingdom","2020-09-13",3338,5
"United Kingdom","2020-09-14",2625,9
"United Kingdom","2020-09-15",3115,27
"United Kingdom","2020-09-16",4007,20
"United Kingdom","2020-09-17",3410,21
"United Kingdom","2020-09-18",4329,27
"United Kingdom","2020-09-19",4429,27
"United Kingdom","2020-09-20",3899,18
"United Kingdom","2020-09-21",4378,11
"United Kingdom","2020-09-22",4936,37
"United Kingdom","2020-09-23",6187,37
"United Kingdom","2020-09-24",6644,40
"United Kingdom","2020-09-25",6878,34
"United Kingdom","2020-09-26",6050,35
"United Kingdom","2020-09-27",5700,17
"United Kingdom","2020-09-28",4056,13
"United Kingdom","2020-09-29",7156,72
"United Kingdom","2020-09-30",7117,71
"United Kingdom","2020-10-01",6929,59
"United Kingdom","2020-10-02",6994,66
"United Kingdom","2020-10-03",12885,49
"United Kingdom","2020-10-04",22965,33
"United Kingdom","2020-10-05",12603,19
"United Kingdom","2020-10-06",14557,76
"United Kingdom","2020-10-07",14173,70
"United Kingdom","2020-10-08",17550,77
"United Kingdom","2020-10-09",13888,87
"United Kingdom","2020-10-10",15175,81
"United Kingdom","2020-10-11",12882,65
"United Kingdom","2020-10-12",14011,50
"United Kingdom","2020-10-13",17250,143
"United Kingdom","2020-10-14",19751,137
"United Kingdom","2020-10-15",18996,138
"United Kingdom","2020-10-16",15657,136
"United Kingdom","2020-10-17",16186,150
"United Kingdom","2020-10-18",16994,67
"United Kingdom","2020-10-19",18830,80
"United Kingdom","2020-10-20",21365,241
"United Kingdom","2020-10-21",26707,191
"United Kingdom","2020-10-22",21257,189
"United Kingdom","2020-10-23",20559,224
"United Kingdom","2020-10-24",23033,174
"United Kingdom","2020-10-25",19797,151
"United Kingdom","2020-10-26",20900,102
"United Kingdom","2020-10-27",22924,367
"United Kingdom","2020-10-28",24714,310
"United Kingdom","2020-10-29",23078,280
"United Kingdom","2020-10-30",24418,274
"United Kingdom","2020-10-31",21919,326
"United Kingdom","2020-11-01",23261,162
"United Kingdom","2020-11-02",18967,136
"United Kingdom","2020-11-03",20078,397
"United Kingdom","2020-11-04",25206,492
"United Kingdom","2020-11-05",24164,378
"United Kingdom","2020-11-06",23322,355
"United Kingdom","2020-11-07",24979,413
"United Kingdom","2020-11-08",20580,156
"United Kingdom","2020-11-09",21397,195
"United Kingdom","2020-11-10",20451,532
"United Kingdom","2020-11-11",23000,596
"United Kingdom","2020-11-12",33517,563
"United Kingdom","2020-11-13",27316,376
"United Kingdom","2020-11-14",26876,462
"United Kingdom","2020-11-15",24977,168
"United Kingdom","2020-11-16",21416,214
"United Kingdom","2020-11-17",20060,599
"United Kingdom","2020-11-18",19645,529
"United Kingdom","2020-11-19",22936,502
"United Kingdom","2020-11-20",20274,511
"United Kingdom","2020-11-21",19921,340
"United Kingdom","2020-11-22",18667,399
"United Kingdom","2020-11-23",15465,207
"United Kingdom","2020-11-24",11344,608
"United Kingdom","2020-11-25",18261,695
"United Kingdom","2020-11-26",17557,498
"United Kingdom","2020-11-27",14821,520
"United Kingdom","2020-11-28",15891,479
"United Kingdom","2020-11-29",12164,215
"United Kingdom","2020-11-30",12428,203
"United Kingdom","2020-12-01",13497,603
"United Kingdom","2020-12-02",16237,648
"United Kingdom","2020-12-03",14951,414
"United Kingdom","2020-12-04",16382,504
"United Kingdom","2020-12-05",15579,397
"United Kingdom","2020-12-06",17372,231
"United Kingdom","2020-12-07",14774,189
"United Kingdom","2020-12-08",12386,599
"United Kingdom","2020-12-09",16634,533
"United Kingdom","2020-12-10",21066,516
"United Kingdom","2020-12-11",21784,424
"United Kingdom","2020-12-12",21554,520
"United Kingdom","2020-12-13",18541,144
"United Kingdom","2020-12-14",20377,233
"United Kingdom","2020-12-15",18569,506
"United Kingdom","2020-12-16",25300,612
"United Kingdom","2020-12-17",35532,532
"United Kingdom","2020-12-18",28560,490
"United Kingdom","2020-12-19",27249,537
"United Kingdom","2020-12-20",36084,326
"United Kingdom","2020-12-21",33517,215
"United Kingdom","2020-12-22",36931,691
"United Kingdom","2020-12-23",39387,748
"United Kingdom","2020-12-24",39149,575
"United Kingdom","2020-12-25",32803,570
"United Kingdom","2020-12-26",34788,211
"United Kingdom","2020-12-27",32493,347
"United Kingdom","2020-12-28",41460,357
"United Kingdom","2020-12-29",53275,458
"United Kingdom","2020-12-30",50239,982
"United Kingdom","2020-12-31",56029,965
"United Kingdom","2021-01-01",53458,615
"United Kingdom","2021-01-02",57853,445
"United Kingdom","2021-01-03",55157,455
"United Kingdom","2021-01-04",58923,410
"United Kingdom","2021-01-05",61087,881
"United Kingdom","2021-01-06",62556,1042
"United Kingdom","2021-01-07",52787,1162
"United Kingdom","2021-01-08",68192,1333
"United Kingdom","2021-01-09",60098,1035
"United Kingdom","2021-01-10",55026,567
"United Kingdom","2021-01-11",46275,529
"United Kingdom","2021-01-12",45648,1246
"United Kingdom","2021-01-13",47662,1568
"United Kingdom","2021-01-14",48804,1253
"United Kingdom","2021-01-15",55885,1285
"United Kingdom","2021-01-16",41428,1299
"United Kingdom","2021-01-17",38670,682
"United Kingdom","2021-01-18",37610,602
"United Kingdom","2021-01-19",33454,1612
"United Kingdom","2021-01-20",38992,1826
"United Kingdom","2021-01-21",37977,1296
"United Kingdom","2021-01-22",40321,1401
"United Kingdom","2021-01-23",33652,1352
"United Kingdom","2021-01-24",30111,611
"United Kingdom","2021-01-25",22244,594
"United Kingdom","2021-01-26",20167,1636
"United Kingdom","2021-01-27",25369,1726
"United Kingdom","2021-01-28",28811,1239
"United Kingdom","2021-01-29",29145,1248
"United Kingdom","2021-01-30",23400,1205
"United Kingdom","2021-01-31",21190,590
"United Kingdom","2021-02-01",18668,407
"United Kingdom","2021-02-02",16906,1451
"United Kingdom","2021-02-03",19215,1322
"United Kingdom","2021-02-04",20734,915
"United Kingdom","2021-02-05",19204,1015
"United Kingdom","2021-02-06",18363,828
"United Kingdom","2021-02-07",15904,376
"United Kingdom","2021-02-08",14138,333
"United Kingdom","2021-02-09",12441,1052
"United Kingdom","2021-02-10",13077,1002
"United Kingdom","2021-02-11",13543,680
"United Kingdom","2021-02-12",15198,759
"United Kingdom","2021-02-13",13355,621
"United Kingdom","2021-02-14",10991,259
"United Kingdom","2021-02-15",9776,235
"United Kingdom","2021-02-16",10636,799
"United Kingdom","2021-02-17",12760,738
"United Kingdom","2021-02-18",12095,455
"United Kingdom","2021-02-19",12099,533
"United Kingdom","2021-02-20",10453,446
"United Kingdom","2021-02-21",9835,217
"United Kingdom","2021-02-22",10659,178
"United Kingdom","2021-02-23",8523,548
"United Kingdom","2021-02-24",9947,443
"United Kingdom","2021-02-25",10020,324
"United Kingdom","2021-02-26",8588,345
"United Kingdom","2021-02-27",7457,291
"United Kingdom","2021-02-28",6055,144
"United Kingdom","2021-03-01",5462,104
"United Kingdom","2021-03-02",6411,343
"United Kingdom","2021-03-03",6420,487
"United Kingdom","2021-03-04",6644,242
"United Kingdom","2021-03-05",6024,236
"United Kingdom","2021-03-06",6118,159
"United Kingdom","2021-03-07",5260,82
"United Kingdom","2021-03-08",4823,65
"United Kingdom","2021-03-09",5869,231
"United Kingdom","2021-03-10",6021,190
"United Kingdom","2021-03-11",6835,181
"United Kingdom","2021-03-12",6684,176
"United Kingdom","2021-03-13",5617,122
"United Kingdom","2021-03-14",4695,52
"United Kingdom","2021-03-15",5130,64
"United Kingdom","2021-03-16",5363,110
"United Kingdom","2021-03-17",5793,141
"United Kingdom","2021-03-18",6332,95
"United Kingdom","2021-03-19",4872,100
"United Kingdom","2021-03-20",5639,96
"United Kingdom","2021-03-21",5356,34
"United Kingdom","2021-03-22",5407,18
"United Kingdom","2021-03-23",5417,112
"United Kingdom","2021-03-24",5626,98
"United Kingdom","2021-03-25",6277,63
"United Kingdom","2021-03-26",6235,71
"United Kingdom","2021-03-27",3909,58
"United Kingdom","2021-03-28",3947,21
"United Kingdom","2021-03-29",4783,23
"United Kingdom","2021-03-30",4071,55
"United Kingdom","2021-03-31",4115,43
"United Kingdom","2021-04-01",4565,51
"United Kingdom","2021-04-02",3422,52
"United Kingdom","2021-04-03",3424,10
"United Kingdom","2021-04-04",2405,10
"United Kingdom","2021-04-05",2831,28
"United Kingdom","2021-04-06",2404,20
"United Kingdom","2021-04-07",2797,45
"United Kingdom","2021-04-08",3124,53
"United Kingdom","2021-04-09",2918,60
"United Kingdom","2021-04-10",2713,40
"United Kingdom","2021-04-11",1730,7
"United Kingdom","2021-04-12",3686,15
"United Kingdom","2021-04-13",2505,23
"United Kingdom","2021-04-14",2529,38
"United Kingdom","2021-04-15",2766,31
"United Kingdom","2021-04-16",2807,34
"United Kingdom","2021-04-17",2273,36
"United Kingdom","2021-04-18",1884,10
"United Kingdom","2021-04-19",3054,6
"United Kingdom","2021-04-20",2530,33
"United Kingdom","2021-04-21",2424,20
"United Kingdom","2021-04-22",2766,20
"United Kingdom","2021-04-23",2754,41
"United Kingdom","2021-04-24",2122,32
"United Kingdom","2021-04-25",1733,11
"United Kingdom","2021-04-26",2119,7
"United Kingdom","2021-04-27",2697,17
"United Kingdom","2021-04-28",2131,29
"United Kingdom","2021-04-29",2459,25
"United Kingdom","2021-04-30",2397,16
"United Kingdom","2021-05-01",1911,7
"United Kingdom","2021-05-02",1674,14
"United Kingdom","2021-05-03",1674,1
"United Kingdom","2021-05-04",1984,6
"United Kingdom","2021-05-05",2155,27
"United Kingdom","2021-05-06",2618,13
"United Kingdom","2021-05-07",2490,15
"United Kingdom","2021-05-08",2056,5
"United Kingdom","2021-05-09",1770,2
"United Kingdom","2021-05-10",2378,5
"United Kingdom","2021-05-11",2490,20
"United Kingdom","2021-05-12",2296,11
"United Kingdom","2021-05-13",2663,11
"United Kingdom","2021-05-14",2198,18
"United Kingdom","2021-05-15",2060,7
"United Kingdom","2021-05-16",1926,4
"United Kingdom","2021-05-17",1993,5
"United Kingdom","2021-05-18",2070,7
"United Kingdom","2021-05-19",2146,3
"United Kingdom","2021-05-20",2699,7
"United Kingdom","2021-05-21",2708,9
"United Kingdom","2021-05-22",2524,6
"United Kingdom","2021-05-23",2093,5
"United Kingdom","2021-05-24",2370,3
"United Kingdom","2021-05-25",2417,15
"United Kingdom","2021-05-26",2991,9
"United Kingdom","2021-05-27",3384,10
"United Kingdom","2021-05-28",4030,10
"United Kingdom","2021-05-29",3241,7
"United Kingdom","2021-05-30",3114,6
"United Kingdom","2021-05-31",3294,2
"United States","2020-01-01",0,0
"United States","2020-01-02",0,0
"United States","2020-01-03",0,0
"United States","2020-01-04",0,0
"United States","2020-01-05",0,0
"United States","2020-01-06",0,0
"United States","2020-01-07",0,0
"United States","2020-01-08",0,0
"United States","2020-01-09",0,0
"United States","2020-01-10",0,0
"United States","2020-01-11",0,0
"United States","2020-01-12",0,0
"United States","2020-01-13",0,0
"United States","2020-01-14",0,0
"United States","2020-01-15",0,0
"United States","2020-01-16",0,0
"United States","2020-01-17",0,0
"United States","2020-01-18",0,0
"United States","2020-01-19",0,0
"United States","2020-01-20",0,0
"United States","2020-01-21",0,0
"United States","2020-01-22",0,0
"United States","2020-01-23",0,0
"United States","2020-01-24",1,0
"United States","2020-01-25",0,0
"United States","2020-01-26",3,0
"United States","2020-01-27",0,0
"United States","2020-01-28",0,0
"United States","2020-01-29",1,0
"United States","2020-01-30",0,0
"United States","2020-01-31",2,0
"United States","2020-02-01",0,0
"United States","2020-02-02",0,0
"United States","2020-02-03",3,0
"United States","2020-02-04",0,0
"United States","2020-02-05",0,0
"United States","2020-02-06",1,0
"United States","2020-02-07",0,0
"United States","2020-02-08",0,0
"United States","2020-02-09",0,0
"United States","2020-02-10",0,0
"United States","2020-02-11",1,0
"United States","2020-02-12",0,0
"United States","2020-02-13",1,0
"United States","2020-02-14",0,0
"United States","2020-02-15",0,0
"United States","2020-02-16",0,0
"United States","2020-02-17",0,0
"United States","2020-02-18",0,0
"United States","2020-02-19",0,0
"United States","2020-02-20",0,0
"United States","2020-02-21",2,0
"United States","2020-02-22",0,0
"United States","2020-02-23",0,0
"United States","2020-02-24",0,0
